document_id,split,entity_internal_id,identifier,texto_entidade,tipo_entidade,novel_entity,offset,length,passage_offset,len_texto_ent,texto_entidade_norm
16867021,dev,36,D014150,antipsychotic,ChemicalEntity,,1553,13,88,13,antipsychotic
16867021,dev,37,D006220,haloperidol,ChemicalEntity,,1596,11,88,11,haloperidol
16867021,dev,38,D002375,catalepsy,DiseaseOrPhenotypicFeature,,1616,9,88,9,catalepsy
16867021,dev,39,D000661,amphetamine,ChemicalEntity,,1636,11,88,11,amphetamine
16867021,dev,40,D006948,hyperactivity,DiseaseOrPhenotypicFeature,,1656,13,88,13,hyperactivity
16867021,dev,41,D001058,apomorphine,ChemicalEntity,,1683,11,88,11,apomorphine
16867021,dev,42,10090,mice,OrganismTaxon,,1715,4,88,4,mice
16867021,dev,43,C052075,THP,ChemicalEntity,,1737,3,88,3,thp
16867021,dev,44,C069357,RAMH,ChemicalEntity,,1758,4,88,4,ramh
16867021,dev,45,99296,histamine H(3)-receptors,GeneOrGeneProduct,,1793,24,88,24,histamine h(3)-receptors
16867021,dev,46,D054828,H(3)-receptor antagonists,ChemicalEntity,,1852,25,88,25,h(3)-receptor antagonists
16867021,dev,47,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,1915,13,88,13,schizophrenia
17042884,dev,0,D001480,extrapyramidal symptoms,DiseaseOrPhenotypicFeature,,27,23,0,23,extrapyramidal symptoms
17042884,dev,1,D001480,EPS,DiseaseOrPhenotypicFeature,,52,3,0,3,eps
17042884,dev,2,C069541,quetiapine,ChemicalEntity,,62,10,0,10,quetiapine
17042884,dev,3,9606,patients,OrganismTaxon,,98,8,0,8,patients
17042884,dev,4,D001714,bipolar mania,DiseaseOrPhenotypicFeature,,112,13,0,13,bipolar mania
17042884,dev,5,D001480,extrapyramidal symptoms,DiseaseOrPhenotypicFeature,,151,23,127,23,extrapyramidal symptoms
17042884,dev,6,D001480,EPS,DiseaseOrPhenotypicFeature,,176,3,127,3,eps
17042884,dev,7,D017109,akathisia,DiseaseOrPhenotypicFeature,,192,9,127,9,akathisia
17042884,dev,8,C069541,quetiapine,ChemicalEntity,,208,10,127,10,quetiapine
17042884,dev,9,9606,patients,OrganismTaxon,,222,8,127,8,patients
17042884,dev,10,D001714,bipolar mania,DiseaseOrPhenotypicFeature,,236,13,127,13,bipolar mania
17042884,dev,11,C069541,quetiapine,ChemicalEntity,,380,10,127,10,quetiapine
17042884,dev,12,D008094,lithium,ChemicalEntity,,463,7,127,7,lithium
17042884,dev,13,D006220,haloperidol,ChemicalEntity,,474,11,127,11,haloperidol
17042884,dev,14,C069541,quetiapine,ChemicalEntity,,551,10,127,10,quetiapine
17042884,dev,15,D008094,lithium,ChemicalEntity,,620,7,127,7,lithium
17042884,dev,16,D014635,divalproex,ChemicalEntity,,631,10,127,10,divalproex
17042884,dev,17,C069541,QTP,ChemicalEntity,,643,3,127,3,qtp
17042884,dev,18,D008094,Li,ChemicalEntity,,649,2,127,2,li
17042884,dev,19,D014635,DVP,ChemicalEntity,,652,3,127,3,dvp
17042884,dev,20,D008094,Li,ChemicalEntity,,714,2,127,2,li
17042884,dev,21,D014635,DVP,ChemicalEntity,,717,3,127,3,dvp
17042884,dev,22,D001480,Extrapyramidal symptoms,DiseaseOrPhenotypicFeature,,733,23,127,23,extrapyramidal symptoms
17042884,dev,23,D018680,anticholinergic drug,ChemicalEntity,,877,20,127,20,anticholinergic drug
17042884,dev,24,D001480,EPS,DiseaseOrPhenotypicFeature,,931,3,127,3,eps
17042884,dev,25,D017109,akathisia,DiseaseOrPhenotypicFeature,,969,9,127,9,akathisia
17042884,dev,26,C069541,quetiapine,ChemicalEntity,,1002,10,127,10,quetiapine
17042884,dev,27,D001480,EPS,DiseaseOrPhenotypicFeature,,1071,3,127,3,eps
17042884,dev,28,C069541,QTP,ChemicalEntity,,1103,3,127,3,qtp
17042884,dev,29,D008094,Li,ChemicalEntity,,1109,2,127,2,li
17042884,dev,30,D014635,DVP,ChemicalEntity,,1112,3,127,3,dvp
17042884,dev,31,D008094,Li,ChemicalEntity,,1158,2,127,2,li
17042884,dev,32,D014635,DVP,ChemicalEntity,,1161,3,127,3,dvp
17042884,dev,33,D001480,EPS,DiseaseOrPhenotypicFeature,,1200,3,127,3,eps
17042884,dev,34,9606,patients,OrganismTaxon,,1225,8,127,8,patients
17042884,dev,35,D006220,haloperidol,ChemicalEntity,,1247,11,127,11,haloperidol
17042884,dev,36,9606,patients,OrganismTaxon,,1298,8,127,8,patients
17042884,dev,37,D008094,lithium,ChemicalEntity,,1320,7,127,7,lithium
17042884,dev,38,D001480,EPS,DiseaseOrPhenotypicFeature,,1387,3,127,3,eps
17042884,dev,39,D017109,akathisia,DiseaseOrPhenotypicFeature,,1409,9,127,9,akathisia
17042884,dev,40,C069541,quetiapine,ChemicalEntity,,1444,10,127,10,quetiapine
17042884,dev,41,C069541,QTP,ChemicalEntity,,1503,3,127,3,qtp
17042884,dev,42,D008094,Li,ChemicalEntity,,1509,2,127,2,li
17042884,dev,43,D014635,DVP,ChemicalEntity,,1512,3,127,3,dvp
17042884,dev,44,D008094,Li,ChemicalEntity,,1533,2,127,2,li
17042884,dev,45,D014635,DVP,ChemicalEntity,,1536,3,127,3,dvp
17042884,dev,46,D008094,Lithium,ChemicalEntity,,1548,7,127,7,lithium
17042884,dev,47,D014202,tremor,DiseaseOrPhenotypicFeature,,1623,6,127,6,tremor
17042884,dev,48,C069541,quetiapine,ChemicalEntity,,1643,10,127,10,quetiapine
17042884,dev,49,D014202,tremor,DiseaseOrPhenotypicFeature,,1673,6,127,6,tremor
17042884,dev,50,D008094,lithium,ChemicalEntity,,1716,7,127,7,lithium
17042884,dev,51,D014202,tremor,DiseaseOrPhenotypicFeature,,1770,6,127,6,tremor
17042884,dev,52,9606,patients,OrganismTaxon,,1780,8,127,8,patients
17042884,dev,53,D008094,lithium,ChemicalEntity,,1799,7,127,7,lithium
17042884,dev,54,D006220,Haloperidol,ChemicalEntity,,1816,11,127,11,haloperidol
17042884,dev,55,D017109,akathisia,DiseaseOrPhenotypicFeature,,1884,9,127,9,akathisia
17042884,dev,56,D014202,tremor,DiseaseOrPhenotypicFeature,,1915,6,127,6,tremor
17042884,dev,57,D001480,extrapyramidal syndrome,DiseaseOrPhenotypicFeature,,1947,23,127,23,extrapyramidal syndrome
17042884,dev,58,C069541,quetiapine,ChemicalEntity,,1996,10,127,10,quetiapine
17042884,dev,59,C069541,quetiapine,ChemicalEntity,,2057,10,127,10,quetiapine
17042884,dev,60,D018680,Anticholinergic,ChemicalEntity,,2104,15,127,15,anticholinergic
17042884,dev,61,C069541,quetiapine,ChemicalEntity,,2149,10,127,10,quetiapine
17042884,dev,62,D001714,bipolar mania,DiseaseOrPhenotypicFeature,,2188,13,127,13,bipolar mania
17042884,dev,63,D001480,EPS,DiseaseOrPhenotypicFeature,,2220,3,127,3,eps
17042884,dev,64,D017109,akathisia,DiseaseOrPhenotypicFeature,,2235,9,127,9,akathisia
17042884,dev,65,C069541,quetiapine,ChemicalEntity,,2251,10,127,10,quetiapine
17151160,dev,0,C076029,olanzapine,ChemicalEntity,,25,10,0,10,olanzapine
17151160,dev,1,D018967,risperidone,ChemicalEntity,,43,11,0,11,risperidone
17151160,dev,2,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,90,13,0,13,schizophrenia
17151160,dev,3,C076029,olanzapine,ChemicalEntity,,186,10,123,10,olanzapine
17151160,dev,4,D018967,risperidone,ChemicalEntity,,204,11,123,11,risperidone
17151160,dev,5,9606,patients,OrganismTaxon,,219,8,123,8,patients
17151160,dev,6,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,247,13,123,13,schizophrenia
17151160,dev,7,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,379,13,123,13,schizophrenia
17151160,dev,8,D011618,schizophreniform disorder,DiseaseOrPhenotypicFeature,,400,25,123,25,schizophreniform disorder
17151160,dev,9,D011618,schizoaffective disorder,DiseaseOrPhenotypicFeature,,436,24,123,24,schizoaffective disorder
17151160,dev,10,C076029,olanzapine,ChemicalEntity,,507,10,123,10,olanzapine
17151160,dev,11,D018967,risperidone,ChemicalEntity,,537,11,123,11,risperidone
17151160,dev,12,C076029,olanzapine,ChemicalEntity,,624,10,123,10,olanzapine
17151160,dev,13,D018967,risperidone,ChemicalEntity,,667,11,123,11,risperidone
17151160,dev,14,C076029,olanzapine,ChemicalEntity,,766,10,123,10,olanzapine
17151160,dev,15,D018967,risperidone,ChemicalEntity,,823,11,123,11,risperidone
17151160,dev,16,D010302,parkinsonism,DiseaseOrPhenotypicFeature,,962,12,123,12,parkinsonism
17151160,dev,17,D017109,akathisia,DiseaseOrPhenotypicFeature,,979,9,123,9,akathisia
17151160,dev,18,D001480,Extrapyramidal symptom,DiseaseOrPhenotypicFeature,,1025,22,123,22,extrapyramidal symptom
17151160,dev,19,D018967,risperidone,ChemicalEntity,,1095,11,123,11,risperidone
17151160,dev,20,C076029,olanzapine,ChemicalEntity,,1137,10,123,10,olanzapine
17151160,dev,21,D015430,weight gain,DiseaseOrPhenotypicFeature,,1168,11,123,11,weight gain
17151160,dev,22,C076029,olanzapine,ChemicalEntity,,1194,10,123,10,olanzapine
17151160,dev,23,D018967,risperidone,ChemicalEntity,,1215,11,123,11,risperidone
17151160,dev,24,C076029,olanzapine,ChemicalEntity,,1327,10,123,10,olanzapine
17151160,dev,25,D018967,risperidone,ChemicalEntity,,1373,11,123,11,risperidone
17151160,dev,26,C076029,olanzapine,ChemicalEntity,,1494,10,123,10,olanzapine
17151160,dev,27,D018967,risperidone,ChemicalEntity,,1569,11,123,11,risperidone
17151160,dev,28,D018967,risperidone,ChemicalEntity,,1618,11,123,11,risperidone
17151160,dev,29,C076029,olanzapine,ChemicalEntity,,1655,10,123,10,olanzapine
17151160,dev,30,C076029,Olanzapine,ChemicalEntity,,1700,10,123,10,olanzapine
17151160,dev,31,D015430,weight gain,DiseaseOrPhenotypicFeature,,1799,11,123,11,weight gain
17151160,dev,32,D015430,weight gain,DiseaseOrPhenotypicFeature,,1816,11,123,11,weight gain
17151160,dev,33,C076029,olanzapine,ChemicalEntity,,1845,10,123,10,olanzapine
17255138,dev,0,D052246,COX-2 inhibitors,ChemicalEntity,,22,16,0,16,cox-2 inhibitors
17255138,dev,1,D000894,NSAIDs,ChemicalEntity,,56,6,0,6,nsaids
17255138,dev,2,D009203,acute myocardial infarction,DiseaseOrPhenotypicFeature,,188,27,164,27,acute myocardial infarction
17255138,dev,3,D009203,AMI,DiseaseOrPhenotypicFeature,,217,3,164,3,ami
17255138,dev,4,D052246,COX-2 inhibitors,ChemicalEntity,,227,16,164,16,cox-2 inhibitors
17255138,dev,5,D000894,non-steroidal anti-inflammatory drugs,ChemicalEntity,,324,37,164,37,non-steroidal anti-inflammatory drugs
17255138,dev,6,D000894,NSAIDs,ChemicalEntity,,363,6,164,6,nsaids
17255138,dev,7,D009203,AMI,DiseaseOrPhenotypicFeature,,425,3,164,3,ami
17255138,dev,8,D006471,GI bleeding,DiseaseOrPhenotypicFeature,,433,11,164,11,gi bleeding
17255138,dev,9,9606,patients,OrganismTaxon,,459,8,164,8,patients
17255138,dev,10,D052246,COX-2 inhibitors,ChemicalEntity,,474,16,164,16,cox-2 inhibitors
17255138,dev,11,D000894,NSAIDs,ChemicalEntity,,495,6,164,6,nsaids
17255138,dev,12,D000082,acetaminophen,ChemicalEntity,,506,13,164,13,acetaminophen
17255138,dev,13,9606,patients,OrganismTaxon,,601,8,164,8,patients
17255138,dev,14,D000894,NSAID,ChemicalEntity,,662,5,164,5,nsaid
17255138,dev,15,D000082,acetaminophen,ChemicalEntity,,671,13,164,13,acetaminophen
17255138,dev,16,D001241,aspirin,ChemicalEntity,,838,7,164,7,aspirin
17255138,dev,17,D000082,acetaminophen,ChemicalEntity,,862,13,164,13,acetaminophen
17255138,dev,18,C116926,rofecoxib,ChemicalEntity,,887,9,164,9,rofecoxib
17255138,dev,19,C105934,celecoxib,ChemicalEntity,,907,9,164,9,celecoxib
17255138,dev,20,D000894,NSAIDs,ChemicalEntity,,935,6,164,6,nsaids
17255138,dev,21,D001241,aspirin,ChemicalEntity,,958,7,164,7,aspirin
17255138,dev,22,C116926,rofecoxib,ChemicalEntity,,988,9,164,9,rofecoxib
17255138,dev,23,C105934,celecoxib,ChemicalEntity,,1009,9,164,9,celecoxib
17255138,dev,24,D000894,NSAIDs,ChemicalEntity,,1032,6,164,6,nsaids
17255138,dev,25,D000082,acetaminophen,ChemicalEntity,,1053,13,164,13,acetaminophen
17255138,dev,26,D001241,aspirin,ChemicalEntity,,1087,7,164,7,aspirin
17255138,dev,27,D009203,AMI,DiseaseOrPhenotypicFeature,,1172,3,164,3,ami
17255138,dev,28,D000082,acetaminophen,ChemicalEntity,,1186,13,164,13,acetaminophen
17255138,dev,29,D001241,aspirin,ChemicalEntity,,1209,7,164,7,aspirin
17255138,dev,30,C116926,rofecoxib,ChemicalEntity,,1230,9,164,9,rofecoxib
17255138,dev,31,C105934,celecoxib,ChemicalEntity,,1259,9,164,9,celecoxib
17255138,dev,32,D009288,naproxen,ChemicalEntity,,1288,8,164,8,naproxen
17255138,dev,33,D004008,diclofenac,ChemicalEntity,,1316,10,164,10,diclofenac
17255138,dev,34,D007052,ibuprofen,ChemicalEntity,,1349,9,164,9,ibuprofen
17255138,dev,35,D001241,aspirin,ChemicalEntity,,1393,7,164,7,aspirin
17255138,dev,36,C116926,rofecoxib,ChemicalEntity,,1413,9,164,9,rofecoxib
17255138,dev,37,C105934,celecoxib,ChemicalEntity,,1442,9,164,9,celecoxib
17255138,dev,38,D007052,ibuprofen,ChemicalEntity,,1471,9,164,9,ibuprofen
17255138,dev,39,D004008,diclofenac,ChemicalEntity,,1500,10,164,10,diclofenac
17255138,dev,40,D009288,naproxen,ChemicalEntity,,1530,8,164,8,naproxen
17255138,dev,41,D000082,acetaminophen,ChemicalEntity,,1561,13,164,13,acetaminophen
17255138,dev,42,D001241,aspirin,ChemicalEntity,,1625,7,164,7,aspirin
17255138,dev,43,D009288,naproxen,ChemicalEntity,,1634,8,164,8,naproxen
17255138,dev,44,D009203,AMI,DiseaseOrPhenotypicFeature,,1680,3,164,3,ami
17255138,dev,45,D006471,GI bleeding,DiseaseOrPhenotypicFeature,,1684,11,164,11,gi bleeding
17255138,dev,46,D009203,AMI,DiseaseOrPhenotypicFeature,,1701,3,164,3,ami
17255138,dev,47,D005767,GI toxicity,DiseaseOrPhenotypicFeature,,1705,11,164,11,gi toxicity
17255138,dev,48,C105934,celecoxib,ChemicalEntity,,1720,9,164,9,celecoxib
17255138,dev,49,D000082,acetaminophen,ChemicalEntity,,1753,13,164,13,acetaminophen
17255138,dev,50,C116926,rofecoxib,ChemicalEntity,,1805,9,164,9,rofecoxib
17255138,dev,51,D000894,NSAIDs,ChemicalEntity,,1822,6,164,6,nsaids
17255138,dev,52,D001241,aspirin,ChemicalEntity,,1845,7,164,7,aspirin
17255138,dev,53,C105934,celecoxib,ChemicalEntity,,1859,9,164,9,celecoxib
17255138,dev,54,D009288,naproxen,ChemicalEntity,,1873,8,164,8,naproxen
17297207,dev,0,D011803,Quinine,ChemicalEntity,,0,7,0,7,quinine
17297207,dev,1,D001145,arrhythmia,DiseaseOrPhenotypicFeature,,16,10,0,10,arrhythmia
17297207,dev,2,9606,patient,OrganismTaxon,,32,7,0,7,patient
17297207,dev,3,D016778,severe malaria,DiseaseOrPhenotypicFeature,,45,14,0,14,severe malaria
17297207,dev,4,D016778,severe malaria,DiseaseOrPhenotypicFeature,,102,14,61,14,severe malaria
17297207,dev,5,9606,patient,OrganismTaxon,,117,7,61,7,patient
17297207,dev,6,D007565,jaundice,DiseaseOrPhenotypicFeature,,130,8,61,8,jaundice
17297207,dev,7,D001145,arrhythmia,DiseaseOrPhenotypicFeature,,158,10,61,10,arrhythmia
17297207,dev,8,D018879,premature ventricular contraction,DiseaseOrPhenotypicFeature,,170,33,61,33,premature ventricular contraction
17297207,dev,9,D011803,quinine,ChemicalEntity,,219,7,61,7,quinine
17297207,dev,10,9606,man,OrganismTaxon,,252,3,61,3,man
17297207,dev,11,D005334,fever,DiseaseOrPhenotypicFeature,,306,5,61,5,fever
17297207,dev,12,D023341,chill,DiseaseOrPhenotypicFeature,,313,5,61,5,chill
17297207,dev,13,D014839,vomiting,DiseaseOrPhenotypicFeature,,320,8,61,8,vomiting
17297207,dev,14,D007565,jaundice,DiseaseOrPhenotypicFeature,,330,8,61,8,jaundice
17297207,dev,15,9606,patient,OrganismTaxon,,344,7,61,7,patient
17297207,dev,16,5833,Plasmodium falciparum,OrganismTaxon,,479,21,61,21,plasmodium falciparum
17297207,dev,17,D001663,bilirubin,ChemicalEntity,,515,9,61,9,bilirubin
17297207,dev,18,D001663,bilirubin,ChemicalEntity,,548,9,61,9,bilirubin
17297207,dev,19,D001663,bilirubin,ChemicalEntity,,583,9,61,9,bilirubin
17297207,dev,20,D011188,potassium,ChemicalEntity,,605,9,61,9,potassium
17297207,dev,21,9606,Patient,OrganismTaxon,,626,7,61,7,patient
17297207,dev,22,D016778,severe malaria,DiseaseOrPhenotypicFeature,,651,14,61,14,severe malaria
17297207,dev,23,D007565,jaundice,DiseaseOrPhenotypicFeature,,671,8,61,8,jaundice
17297207,dev,24,D011803,quinine,ChemicalEntity,,688,7,61,7,quinine
17297207,dev,25,D005947,dextrose,ChemicalEntity,,708,8,61,8,dextrose
17297207,dev,26,9606,patient,OrganismTaxon,,757,7,61,7,patient
17297207,dev,27,D014839,vomitus,DiseaseOrPhenotypicFeature,,769,7,61,7,vomitus
17297207,dev,28,D003967,diarrhea,DiseaseOrPhenotypicFeature,,778,8,61,8,diarrhea
17297207,dev,29,D014012,tinnitus,DiseaseOrPhenotypicFeature,,788,8,61,8,tinnitus
17297207,dev,30,D034381,loss of hearing,DiseaseOrPhenotypicFeature,,798,15,61,15,loss of hearing
17297207,dev,31,D011803,quinine,ChemicalEntity,,833,7,61,7,quinine
17297207,dev,32,9606,patient,OrganismTaxon,,854,7,61,7,patient
17297207,dev,33,D006331,palpitation,DiseaseOrPhenotypicFeature,,867,11,61,11,palpitation
17297207,dev,34,D018879,premature ventricular contraction,DiseaseOrPhenotypicFeature,,926,33,61,33,premature ventricular contraction
17297207,dev,35,D018879,PVC,DiseaseOrPhenotypicFeature,,961,3,61,3,pvc
17297207,dev,36,D012848,sinoatrial block,DiseaseOrPhenotypicFeature,,1006,16,61,16,sinoatrial block
17297207,dev,37,D008012,lidocaine,ChemicalEntity,,1061,9,61,9,lidocaine
17297207,dev,38,D005947,dextrose,ChemicalEntity,,1123,8,61,8,dextrose
17297207,dev,39,D001224,potassium aspartate,ChemicalEntity,,1147,19,61,19,potassium aspartate
17297207,dev,40,D011803,Quinine,ChemicalEntity,,1175,7,61,7,quinine
17297207,dev,41,D011803,quinine,ChemicalEntity,,1234,7,61,7,quinine
17297207,dev,42,9606,patient,OrganismTaxon,,1273,7,61,7,patient
17297207,dev,43,D018879,PVC,DiseaseOrPhenotypicFeature,,1311,3,61,3,pvc
17297207,dev,44,D011188,potassium,ChemicalEntity,,1378,9,61,9,potassium
17297207,dev,45,D011803,Quinine,ChemicalEntity,,1458,7,61,7,quinine
17297207,dev,46,D011802,quinidine,ChemicalEntity,,1472,9,61,9,quinidine
17297207,dev,47,-,chincona alkaloid,ChemicalEntity,,1488,17,61,17,chincona alkaloid
17297207,dev,48,D001145,arrhythmic,DiseaseOrPhenotypicFeature,,1520,10,61,10,arrhythmic
17297207,dev,49,D001145,arrhythmic,DiseaseOrPhenotypicFeature,,1562,10,61,10,arrhythmic
17297207,dev,50,D001145,arrhythmias,DiseaseOrPhenotypicFeature,,1596,11,61,11,arrhythmias
17297207,dev,51,D001145,arrhythmia,DiseaseOrPhenotypicFeature,,1626,10,61,10,arrhythmia
17297207,dev,52,D018879,PVC,DiseaseOrPhenotypicFeature,,1654,3,61,3,pvc
17297207,dev,53,D011803,quinine,ChemicalEntity,,1688,7,61,7,quinine
17297207,dev,54,D001145,arrhythmic,DiseaseOrPhenotypicFeature,,1764,10,61,10,arrhythmic
17297207,dev,55,9606,patients,OrganismTaxon,,1803,8,61,8,patients
17297207,dev,56,D006331,heart diseases,DiseaseOrPhenotypicFeature,,1821,14,61,14,heart diseases
17297207,dev,57,9606,patients,OrganismTaxon,,1839,8,61,8,patients
17297207,dev,58,D014883,electrolyte disorder,DiseaseOrPhenotypicFeature,,1853,20,61,20,electrolyte disorder
17297207,dev,59,D007008,hypokalemia,DiseaseOrPhenotypicFeature,,1875,11,61,11,hypokalemia
17297207,dev,60,D014839,vomiting,DiseaseOrPhenotypicFeature,,1919,8,61,8,vomiting
17297207,dev,61,D003967,diarrhea,DiseaseOrPhenotypicFeature,,1935,8,61,8,diarrhea
17297207,dev,62,D008288,malaria,DiseaseOrPhenotypicFeature,,1947,7,61,7,malaria
17384765,dev,0,D004113,Succimer,ChemicalEntity,,0,8,0,8,succimer
17384765,dev,1,D007854,lead,ChemicalEntity,,75,4,0,4,lead
17384765,dev,2,10116,rats,OrganismTaxon,,88,4,0,4,rats
17384765,dev,3,D003072,cognitive impairment,DiseaseOrPhenotypicFeature,,114,20,0,20,cognitive impairment
17384765,dev,4,D007854,lead,ChemicalEntity,,153,4,0,4,lead
17384765,dev,5,D007854,lead,ChemicalEntity,,284,4,168,4,lead
17384765,dev,6,D007854,Pb,ChemicalEntity,,387,2,168,2,pb
17384765,dev,7,D007854,Pb,ChemicalEntity,,505,2,168,2,pb
17384765,dev,8,D007854,Pb,ChemicalEntity,,628,2,168,2,pb
17384765,dev,9,D004113,succimer,ChemicalEntity,,659,8,168,8,succimer
17384765,dev,10,D007855,Pb poisoning,DiseaseOrPhenotypicFeature,,720,12,168,12,pb poisoning
17384765,dev,11,D007854,Pb,ChemicalEntity,,743,2,168,2,pb
17384765,dev,12,"D007859,D019958","impairments in learning, attention, inhibitory control, and arousal regulation",DiseaseOrPhenotypicFeature,,772,78,168,78,"impairments in learning, attention, inhibitory control, and arousal regulation"
17384765,dev,13,D007854,Pb,ChemicalEntity,,897,2,168,2,pb
17384765,dev,14,D004113,Succimer,ChemicalEntity,,918,8,168,8,succimer
17384765,dev,15,D007854,Pb,ChemicalEntity,,944,2,168,2,pb
17384765,dev,16,10116,rats,OrganismTaxon,,955,4,168,4,rats
17384765,dev,17,D007854,Pb,ChemicalEntity,,1095,2,168,2,pb
17384765,dev,18,D004113,succimer,ChemicalEntity,,1163,8,168,8,succimer
17384765,dev,19,10116,rats,OrganismTaxon,,1185,4,168,4,rats
17384765,dev,20,D007854,Pb,ChemicalEntity,,1216,2,168,2,pb
17384765,dev,21,"D003072,D019964",cognitive and affective dysfunction,DiseaseOrPhenotypicFeature,,1250,35,168,35,cognitive and affective dysfunction
17384765,dev,22,D007854,Pb,ChemicalEntity,,1341,2,168,2,pb
17384765,dev,23,D003072,cognitive deficits,DiseaseOrPhenotypicFeature,,1481,18,168,18,cognitive deficits
17384765,dev,24,D007854,Pb,ChemicalEntity,,1507,2,168,2,pb
17384765,dev,25,D004113,succimer,ChemicalEntity,,1581,8,168,8,succimer
17384765,dev,26,D007854,Pb,ChemicalEntity,,1645,2,168,2,pb
17384765,dev,27,D004113,succimer,ChemicalEntity,,1698,8,168,8,succimer
17384765,dev,28,D007854,Pb,ChemicalEntity,,1803,2,168,2,pb
17608141,dev,0,D008694,methamphetamine,ChemicalEntity,,15,15,0,15,methamphetamine
17608141,dev,1,D004298,dopaminergic,ChemicalEntity,,53,12,0,12,dopaminergic
17608141,dev,2,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,66,13,0,13,neurotoxicity
17608141,dev,3,10090,mice,OrganismTaxon,,83,4,0,4,mice
17608141,dev,4,D008070,lipopolysaccharide,ChemicalEntity,,91,18,0,18,lipopolysaccharide
17608141,dev,5,D008694,methamphetamine,ChemicalEntity,,185,15,124,15,methamphetamine
17608141,dev,6,D009422,dopaminergic terminal damage,DiseaseOrPhenotypicFeature,,209,28,124,28,dopaminergic terminal damage
17608141,dev,7,D008070,lipopolysaccharide,ChemicalEntity,,279,18,124,18,lipopolysaccharide
17608141,dev,8,D007249,inflammatory,DiseaseOrPhenotypicFeature,,305,12,124,12,inflammatory
17608141,dev,9,D007249,inflammatory,DiseaseOrPhenotypicFeature,,322,12,124,12,inflammatory
17608141,dev,10,D008694,methamphetamine,ChemicalEntity,,371,15,124,15,methamphetamine
17608141,dev,11,D004298,dopamine,ChemicalEntity,,409,8,124,8,dopamine
17608141,dev,12,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,418,13,124,13,neurotoxicity
17608141,dev,13,D008070,Lipopolysaccharide,ChemicalEntity,,433,18,124,18,lipopolysaccharide
17608141,dev,14,D008694,methamphetamine,ChemicalEntity,,510,15,124,15,methamphetamine
17608141,dev,15,D005334,hyperthermia,DiseaseOrPhenotypicFeature,,535,12,124,12,hyperthermia
17608141,dev,16,D008070,lipopolysaccharide,ChemicalEntity,,580,18,124,18,lipopolysaccharide
17608141,dev,17,D008694,methamphetamine,ChemicalEntity,,619,15,124,15,methamphetamine
17608141,dev,18,D004298,dopamine,ChemicalEntity,,652,8,124,8,dopamine
17608141,dev,19,D015102,"3,4-dihydroxyphenylacetic acid",ChemicalEntity,,665,30,124,30,"3,4-dihydroxyphenylacetic acid"
17608141,dev,20,D008070,lipopolysaccharide,ChemicalEntity,,772,18,124,18,lipopolysaccharide
17608141,dev,21,D008694,methamphetamine,ChemicalEntity,,847,15,124,15,methamphetamine
17608141,dev,22,D008694,methamphetamine,ChemicalEntity,,879,15,124,15,methamphetamine
17608141,dev,23,D004298,dopamine,ChemicalEntity,,912,8,124,8,dopamine
17608141,dev,24,D015102,"3,4-dihydroxyphenylacetic acid",ChemicalEntity,,925,30,124,30,"3,4-dihydroxyphenylacetic acid"
17608141,dev,25,D008070,lipopolysaccharide,ChemicalEntity,,1006,18,124,18,lipopolysaccharide
17608141,dev,26,D008694,methamphetamine,ChemicalEntity,,1065,15,124,15,methamphetamine
17608141,dev,27,D004298,dopamine,ChemicalEntity,,1099,8,124,8,dopamine
17608141,dev,28,D015102,"3,4-dihydroxyphenylacetic acid",ChemicalEntity,,1112,30,124,30,"3,4-dihydroxyphenylacetic acid"
17608141,dev,29,D008070,lipopolysaccharide,ChemicalEntity,,1212,18,124,18,lipopolysaccharide
17608141,dev,30,D008694,methamphetamine,ChemicalEntity,,1306,15,124,15,methamphetamine
17608141,dev,31,D008070,lipopolysaccharide,ChemicalEntity,,1372,18,124,18,lipopolysaccharide
17608141,dev,32,D008694,methamphetamine,ChemicalEntity,,1445,15,124,15,methamphetamine
17608141,dev,33,D004298,dopamine,ChemicalEntity,,1483,8,124,8,dopamine
17608141,dev,34,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,1492,13,124,13,neurotoxicity
18162529,dev,0,24684,prolactin receptor,GeneOrGeneProduct,,13,18,0,18,prolactin receptor
18162529,dev,1,D012313,ribonucleic acid,ChemicalEntity,,42,16,0,16,ribonucleic acid
18162529,dev,2,24683,prolactin,GeneOrGeneProduct,,67,9,0,9,prolactin
18162529,dev,3,D006966,hyperprolactinemic,DiseaseOrPhenotypicFeature,,92,18,0,18,hyperprolactinemic
18162529,dev,4,D007986,luteinizing hormone,ChemicalEntity,,135,19,0,19,luteinizing hormone
18162529,dev,5,D004958,estradiol,ChemicalEntity,,182,9,0,9,estradiol
18162529,dev,6,D006966,Hyperprolactinemia,DiseaseOrPhenotypicFeature,,193,18,193,18,hyperprolactinemia
18162529,dev,7,24683,prolactin,GeneOrGeneProduct,,262,9,193,9,prolactin
18162529,dev,8,D006966,hyperprolactinemia,DiseaseOrPhenotypicFeature,,385,18,193,18,hyperprolactinemia
